amount,entity_id,growth,name,row_num,sheet,type
5,705,,市政厅,410,成就,建筑
15,706,,市政厅,411,成就,建筑
25,707,,市政厅,412,成就,建筑
5,708,,宅邸,413,成就,建筑
15,709,,宅邸,414,成就,建筑
25,710,,宅邸,415,成就,建筑
5,711,,住宅区,416,成就,建筑
15,712,,住宅区,418,成就,建筑
25,713,,住宅区,420,成就,建筑
5,714,,伊甸园,422,成就,建筑
15,715,,伊甸园,423,成就,建筑
25,716,,伊甸园,424,成就,建筑
5,717,,定居点大厅,425,成就,建筑
10,718,,定居点大厅,428,成就,建筑
15,719,,定居点大厅,431,成就,建筑
5,720,,精灵营地,434,成就,建筑
10,721,,精灵营地,436,成就,建筑
5,722,,精灵村庄,438,成就,建筑
10,723,,精灵村庄,440,成就,建筑
5,724,,农场,442,成就,建筑
15,725,,农场,443,成就,建筑
30,726,,农场,444,成就,建筑
5,727,,粮仓,445,成就,建筑
15,728,,粮仓,446,成就,建筑
25,729,,粮仓,447,成就,建筑
5,730,,丰饶之谷,448,成就,建筑
10,731,,攻城机器厂,450,成就,建筑
10,732,,炮兵靶场,451,成就,建筑
5,733,,伐木工营地,452,成就,建筑
15,734,,伐木工营地,453,成就,建筑
30,735,,伐木工营地,454,成就,建筑
5,736,,采石场,455,成就,建筑
15,737,,采石场,456,成就,建筑
30,738,,采石场,457,成就,建筑
5,739,,工匠作坊,458,成就,建筑
15,740,,工匠作坊,460,成就,建筑
30,741,,工匠作坊,462,成就,建筑
5,742,,矿井,464,成就,建筑
15,743,,矿井,466,成就,建筑
30,744,,矿井,468,成就,建筑
5,745,,建筑工区域,470,成就,建筑
15,746,,建筑工区域,472,成就,建筑
25,747,,建筑工区域,474,成就,建筑
5,748,,工业厂房,476,成就,建筑
15,749,,工业厂房,480,成就,建筑
25,750,,工业厂房,484,成就,建筑
5,751,,钠红石精炼厂,488,成就,建筑
15,752,,钠红石精炼厂,489,成就,建筑
25,753,,钠红石精炼厂,490,成就,建筑
5,754,,学校,491,成就,建筑
15,755,,学校,492,成就,建筑
30,756,,学校,493,成就,建筑
5,757,,研究工厂,494,成就,建筑
15,758,,研究工厂,495,成就,建筑
25,759,,研究工厂,496,成就,建筑
5,760,,天文台,497,成就,建筑
15,761,,天文台,498,成就,建筑
5,762,,工厂,499,成就,建筑
15,763,,工厂,501,成就,建筑
5,764,,物流中心,503,成就,建筑
15,765,,物流中心,505,成就,建筑
5,766,,法力反应堆,507,成就,建筑
10,767,,法力反应堆,509,成就,建筑
5,768,,发展部,511,成就,建筑
15,769,,发展部,513,成就,建筑
5,770,,火车站,515,成就,建筑
15,771,,火车站,516,成就,建筑
5,772,,棚屋,517,成就,建筑
15,773,,棚屋,521,成就,建筑
30,774,,棚屋,525,成就,建筑
5,775,,大型棚屋,529,成就,建筑
15,776,,大型棚屋,534,成就,建筑
25,777,,大型棚屋,539,成就,建筑
5,778,,储物间,544,成就,建筑
15,779,,储物间,548,成就,建筑
30,780,,储物间,552,成就,建筑
5,781,,马厩,556,成就,建筑
15,782,,马厩,558,成就,建筑
30,783,,马厩,560,成就,建筑
5,784,,市场,562,成就,建筑
15,785,,市场,563,成就,建筑
30,786,,市场,564,成就,建筑
5,787,,银行,565,成就,建筑
15,788,,银行,566,成就,建筑
5,789,,信用社,567,成就,建筑
15,790,,信用社,568,成就,建筑
5,791,,寺庙,569,成就,建筑
15,792,,寺庙,570,成就,建筑
5,793,,秘密会议,571,成就,建筑
15,794,,秘密会议,572,成就,建筑
5,795,,魔法环,573,成就,建筑
15,796,,魔法环,574,成就,建筑
5,797,,献祭圣坛,575,成就,建筑
15,798,,献祭圣坛,577,成就,建筑
5,799,,精神花园,579,成就,建筑
15,800,,精神花园,581,成就,建筑
5,801,,好运之森,583,成就,建筑
15,802,,好运之森,584,成就,建筑
5,803,,物质转化器,585,成就,建筑
15,804,,物质转化器,590,成就,建筑
5,805,,封地,595,成就,建筑
15,806,,封地,598,成就,建筑
5,807,,铸造厂,601,成就,建筑
15,808,,铸造厂,604,成就,建筑
5,809,,木匠工坊,607,成就,建筑
15,810,,木匠工坊,608,成就,建筑
5,811,,食品杂货店,609,成就,建筑
15,812,,食品杂货店,610,成就,建筑
5,813,,钢铁厂,611,成就,建筑
15,814,,钢铁厂,612,成就,建筑
5,815,,大学,613,成就,建筑
15,816,,大学,614,成就,建筑
5,817,,炼金实验室,615,成就,建筑
15,818,,炼金实验室,620,成就,建筑
5,819,,大型库房,625,成就,建筑
15,820,,大型库房,630,成就,建筑
5,821,,存储设施,635,成就,建筑
15,822,,存储设施,640,成就,建筑
5,823,,有人值守仓库,645,成就,建筑
15,824,,有人值守仓库,650,成就,建筑
5,825,,大型仓库,655,成就,建筑
15,826,,大型仓库,660,成就,建筑
5,827,,钠红石仓库,665,成就,建筑
15,828,,钠红石仓库,666,成就,建筑
5,829,,军事学院,667,成就,建筑
15,830,,军事学院,668,成就,建筑
5,831,,军官训练场,669,成就,建筑
5,832,,兵营,670,成就,建筑
15,833,,兵营,671,成就,建筑
30,834,,兵营,672,成就,建筑
5,835,,新兵训练中心,673,成就,建筑
5,836,,战壕,674,成就,建筑
15,837,,战壕,675,成就,建筑
25,838,,战壕,676,成就,建筑
5,839,,光之信标,677,成就,建筑
10,840,,光之信标,680,成就,建筑
15,841,,光之信标,683,成就,建筑
5,842,,地下房屋,686,成就,建筑
10,843,,地下房屋,688,成就,建筑
15,844,,地下房屋,690,成就,建筑
5,845,,集结区域,692,成就,建筑
10,846,,集结区域,694,成就,建筑
15,847,,集结区域,696,成就,建筑
5,848,,采矿区,698,成就,建筑
10,849,,采矿区,700,成就,建筑
15,850,,采矿区,702,成就,建筑
5,851,,辉烬精炼厂,704,成就,建筑
10,852,,辉烬精炼厂,705,成就,建筑
15,853,,辉烬精炼厂,706,成就,建筑
5,854,,奥术学校,707,成就,建筑
10,855,,奥术学校,708,成就,建筑
15,856,,奥术学校,709,成就,建筑
5,857,,深渊前哨,710,成就,建筑
10,858,,深渊前哨,711,成就,建筑
15,859,,深渊前哨,712,成就,建筑
5,860,,光明炮塔,713,成就,建筑
10,861,,光明炮塔,714,成就,建筑
15,862,,光明炮塔,715,成就,建筑
5,863,,探测系统,716,成就,建筑
10,864,,探测系统,717,成就,建筑
12,865,,探测系统,719,成就,建筑
5,866,,佣兵营地,721,成就,建筑
10,867,,佣兵营地,724,成就,建筑
15,868,,佣兵营地,727,成就,建筑
5,869,,强化兵营,730,成就,建筑
10,870,,强化兵营,733,成就,建筑
15,871,,强化兵营,736,成就,建筑
5,872,,法力电池,739,成就,建筑
10,873,,法力电池,740,成就,建筑
15,874,,法力电池,741,成就,建筑
5,875,,地下储物间,742,成就,建筑
10,876,,地下储物间,747,成就,建筑
15,877,,地下储物间,752,成就,建筑
5,878,,精灵城镇,757,成就,建筑
10,879,,精灵城镇,761,成就,建筑
15,880,,精灵城镇,765,成就,建筑
5,881,,钢厂,769,成就,建筑
10,882,,钢厂,770,成就,建筑
15,883,,钢厂,771,成就,建筑
5,884,,水晶培育场,772,成就,建筑
10,885,,水晶培育场,773,成就,建筑
15,886,,水晶培育场,774,成就,建筑
5,887,,辉烬工厂,775,成就,建筑
10,888,,辉烬工厂,776,成就,建筑
15,889,,辉烬工厂,777,成就,建筑
5,890,,粗放耕作场,778,成就,建筑
10,891,,粗放耕作场,779,成就,建筑
15,892,,粗放耕作场,780,成就,建筑
5,893,,金融中心,781,成就,建筑
10,894,,金融中心,782,成就,建筑
15,895,,金融中心,783,成就,建筑
5,896,,法力制造器,784,成就,建筑
10,897,,法力制造器,785,成就,建筑
15,898,,法力制造器,786,成就,建筑
5,899,,发射井,787,成就,建筑
10,900,,发射井,789,成就,建筑
15,901,,发射井,791,成就,建筑
,902,,,2,传承,购买条件和花费
2,903,,传承,4,传承,资源
2,904,,传承,6,传承,资源
2,905,,传承,8,传承,资源
2,906,,传承,9,传承,资源
2,907,,传承,11,传承,资源
2,908,,传承,13,传承,资源
2,909,,传承,17,传承,资源
3,910,,传承,19,传承,资源
3,911,,传承,20,传承,资源
3,912,,传承,23,传承,资源
3,913,,传承,26,传承,资源
3,914,,传承,29,传承,资源
3,915,,传承,32,传承,资源
4,916,,传承,34,传承,资源
4,917,,传承,35,传承,资源
4,918,,传承,36,传承,资源
4,919,,传承,38,传承,资源
4,920,,传承,39,传承,资源
1,920,,自然的赠礼,40,传承,传承
4,921,,传承,42,传承,资源
1,921,,资源上限,43,传承,传承
4,922,,传承,49,传承,资源
1,922,,侍奉神明,50,传承,传承
4,923,,传承,51,传承,资源
4,924,,传承,52,传承,资源
4,925,,传承,53,传承,资源
4,926,,传承,55,传承,资源
5,927,,传承,56,传承,资源
1,927,,强化斧头,57,传承,传承
5,928,,传承,58,传承,资源
1,928,,灌溉技术,59,传承,传承
5,929,,传承,60,传承,资源
1,929,,著名石匠,61,传承,传承
5,930,,传承,62,传承,资源
1,930,,远古宝库,63,传承,传承
5,931,,传承,64,传承,资源
1,931,,登攀者世界图书馆,65,传承,传承
5,932,,传承,66,传承,资源
5,933,,传承,67,传承,资源
1,933,,库存资源,68,传承,传承
6,934,,传承,71,传承,资源
6,935,,传承,75,传承,资源
1,935,,武器强化,76,传承,传承
6,936,,传承,79,传承,资源
1,936,,资源上限 II,80,传承,传承
6,937,,传承,86,传承,资源
6,938,,传承,87,传承,资源
1,938,,店主和饲育员,88,传承,传承
6,939,,传承,90,传承,资源
1,939,,强壮的工人,91,传承,传承
7,940,,传承,93,传承,资源
1,940,,代币,94,传承,资源
7,941,,传承,95,传承,资源
1,941,,强化镐子,96,传承,传承
7,942,,传承,97,传承,资源
7,943,,传承,98,传承,资源
1,943,,纪念碑,99,传承,传承
7,944,,传承,100,传承,资源
1,944,,马蹄铁传家宝,101,传承,传承
7,945,,传承,102,传承,资源
1,945,,纪念品传家宝,103,传承,传承
7,946,,传承,104,传承,资源
1,946,,智慧卷轴,105,传承,资源
1,946,,契约传家宝,106,传承,传承
7,947,,传承,107,传承,资源
1,947,,遗物,108,传承,资源
1,947,,智慧传家宝,109,传承,传承
7,948,,传承,110,传承,资源
1,948,,代币,111,传承,资源
1,948,,死亡传家宝,112,传承,传承
7,949,,传承,113,传承,资源
7,950,,传承,114,传承,资源
1,950,,尖刺与陷坑,115,传承,传承
7,951,,传承,116,传承,资源
1,951,,强化信念,117,传承,传承
8,952,,传承,118,传承,资源
1,952,,远古宝库 II,119,传承,传承
8,953,,传承,120,传承,资源
1,953,,魅力,121,传承,传承
8,954,,传承,122,传承,资源
8,955,,传承,123,传承,资源
1,955,,代币,124,传承,资源
8,956,,传承,125,传承,资源
8,957,,传承,126,传承,资源
8,958,,传承,127,传承,资源
8,959,,传承,128,传承,资源
1,959,,资源上限 III,129,传承,传承
8,960,,传承,138,传承,资源
1,960,,侍奉神明 II,139,传承,传承
8,961,,传承,140,传承,资源
1,961,,代币,141,传承,资源
9,962,,传承,142,传承,资源
1,962,,加里亚德团长,143,传承,传承
9,963,,传承,144,传承,资源
1,963,,聚宝盆,145,传承,传承
9,964,,传承,146,传承,资源
1,964,,智慧卷轴,147,传承,资源
9,965,,传承,150,传承,资源
1,965,,增员,151,传承,传承
9,966,,传承,152,传承,资源
1,966,,代币,153,传承,资源
9,967,,传承,155,传承,资源
1,967,,武器强化 II,156,传承,传承
9,968,,传承,159,传承,资源
1,968,,著名石匠 II,160,传承,传承
9,969,,传承,161,传承,资源
1,969,,强化斧头 II,162,传承,传承
10,970,,传承,163,传承,资源
1,970,,众志成军‌,164,传承,传承
10,971,,传承,165,传承,资源
1,971,,聪明的村民,166,传承,传承
10,972,,传承,167,传承,资源
1,973,,持盾卫士,168,传承,传承
10,973,,传承,169,传承,资源
10,974,,传承,170,传承,资源
1,974,,资源上限 IV,171,传承,传承
10,975,,传承,181,传承,资源
1,975,,店主和饲育员 II,182,传承,传承
11,976,,传承,184,传承,资源
1,976,,强化斧头 II,185,传承,传承
11,977,,传承,186,传承,资源
1,977,,灌溉技术 II,187,传承,传承
11,978,,传承,188,传承,资源
1,978,,著名石匠 II,189,传承,传承
12,979,,传承,190,传承,资源
1,979,,强化镐子 II,191,传承,传承
12,980,,传承,192,传承,资源
1,980,,代币,193,传承,资源
1,980,,佣兵合约,194,传承,传承
12,981,,传承,195,传承,资源
1,981,,代币,196,传承,资源
12,982,,传承,197,传承,资源
1,982,,资源上限 V,198,传承,传承
14,983,,传承,208,传承,资源
1,983,,远古宝库 III,209,传承,传承
14,984,,传承,210,传承,资源
1,984,,工匠,211,传承,传承
14,985,,传承,214,传承,资源
1,985,,增员 II,215,传承,传承
14,986,,传承,216,传承,资源
1,986,,资源上限 VI,217,传承,传承
14,987,,传承,227,传承,资源
1,987,,遗物,228,传承,资源
1,987,,尖刺与陷坑 II,229,传承,传承
14,988,,传承,230,传承,资源
1,988,,强化信念 II,231,传承,传承
15,989,,传承,232,传承,资源
1,989,,智慧卷轴,233,传承,资源
15,990,,传承,234,传承,资源
1,990,,众志成军‌ II,235,传承,传承
15,991,,传承,236,传承,资源
1,991,,智慧卷轴,237,传承,资源
1,991,,乐土,238,传承,传承
15,992,,传承,240,传承,资源
1,992,,遗物,241,传承,资源
15,993,,传承,242,传承,资源
1,993,,代币,243,传承,资源
1,993,,佣兵合约 II,244,传承,传承
15,994,,传承,245,传承,资源
1,994,,武器强化 III,246,传承,传承
16,995,,传承,249,传承,资源
16,996,,传承,250,传承,资源
1,996,,聚宝盆 II,251,传承,传承
16,997,,传承,252,传承,资源
1,997,,遗物,253,传承,资源
16,998,,传承,254,传承,资源
1,998,,智慧卷轴,255,传承,资源
16,999,,传承,256,传承,资源
1,999,,智慧卷轴,257,传承,资源
16,1000,,传承,258,传承,资源
1,1000,,遗物,259,传承,资源
16,1001,,传承,260,传承,资源
1,1001,,资源上限 VII,261,传承,传承
16,1002,,传承,271,传承,资源
1,1002,,侍奉神明 III,272,传承,传承
18,1003,,传承,273,传承,资源
1,1003,,聪明的村民 II,274,传承,传承
18,1004,,传承,275,传承,资源
2,1004,,代币,276,传承,资源
1,1004,,宝石,277,传承,资源
1,1004,,白色连队,278,传承,传承
19,1005,,传承,279,传承,资源
1,1005,,强化斧头 III,280,传承,传承
19,1006,,传承,281,传承,资源
1,1006,,灌溉技术 III,282,传承,传承
19,1007,,传承,283,传承,资源
1,1007,,著名石匠 III,284,传承,传承
19,1008,,传承,285,传承,资源
1,1008,,强化镐子 III,286,传承,传承
20,1009,,传承,287,传承,资源
1,1009,,宝石,288,传承,资源
20,1010,,传承,289,传承,资源
1,1010,,宝石,290,传承,资源
20,1011,,传承,291,传承,资源
1,1011,,宝石,292,传承,资源
20,1012,,传承,293,传承,资源
1,1012,,武器强化 IV,294,传承,传承
21,1013,,传承,298,传承,资源
1,1013,,工匠 II,299,传承,传承
25,1014,,传承,302,传承,资源
1,1014,,众志成军‌ III,303,传承,传承
25,1015,,传承,304,传承,资源
1,1015,,宝石,305,传承,资源
1,1015,,战争部,306,传承,传承
28,1016,,传承,308,传承,资源
1,1016,,增员 III,309,传承,传承
28,1017,,传承,310,传承,资源
1,1017,,遗物,311,传承,资源
1,1017,,尖刺与陷坑 III,312,传承,传承
28,1018,,传承,313,传承,资源
1,1018,,强化信念 III,314,传承,传承
30,1019,,传承,315,传承,资源
2,1019,,遗物,316,传承,资源
1,1019,,宝石,317,传承,资源
1,1019,,主宰,318,传承,传承
30,1020,,传承,319,传承,资源
1,1020,,工匠 III,320,传承,传承
30,1021,,传承,321,传承,资源
1,1021,,智慧卷轴,322,传承,资源
1,1021,,乐土 II,323,传承,传承
30,1022,,传承,325,传承,资源
2,1022,,智慧卷轴,326,传承,资源
1,1022,,宝石,327,传承,资源
1,1022,,战斗天使,328,传承,传承
32,1023,,传承,329,传承,资源
32,1024,,传承,330,传承,资源
1,1024,,聚宝盆 III,331,传承,传承
32,1025,,传承,332,传承,资源
1,1025,,侍奉神明 IV,333,传承,传承
45,1026,,传承,334,传承,资源
1,1026,,宝石,335,传承,资源
1,1026,,武器强化 V,336,传承,传承
50,1027,,传承,338,传承,资源
1,1027,,众志成军‌ IV,339,传承,传承
50,1028,,传承,340,传承,资源
1,1028,,工匠 IV,341,传承,传承
50,1029,,传承,342,传承,资源
1,1029,,宝石,343,传承,资源
1,1029,,训练定居点的军队,344,传承,传承
56,1030,,传承,346,传承,资源
1,1030,,遗物,347,传承,资源
1,1030,,尖刺与陷坑 IV,348,传承,传承
56,1031,,传承,349,传承,资源
1,1031,,强化信念 IV,350,传承,传承
60,1032,,传承,351,传承,资源
1,1032,,泰坦之礼物,352,传承,资源
60,1033,,传承,353,传承,资源
1,1033,,泰坦之礼物,354,传承,资源
60,1034,,传承,355,传承,资源
1,1034,,泰坦之礼物,356,传承,资源
64,1035,,传承,360,传承,资源
1,1035,,聚宝盆 IV,361,传承,传承
80,1036,,传承,362,传承,资源
1,1036,,宝石,363,传承,资源
1,1036,,武器强化 VI,364,传承,传承
36,1037,,传承,366,传承,资源
3,1037,,光明,367,传承,资源
1,1037,,聪明的村民 III,368,传承,传承
120,1038,,传承,369,传承,资源
12,1038,,光明,370,传承,资源
1,1038,,武器强化 VII,371,传承,传承
90,1039,,传承,373,传承,资源
2,1039,,遗物,374,传承,资源
8,1039,,光明,375,传承,资源
1,1039,,尖刺与陷坑 V,376,传承,传承
75,1040,,传承,377,传承,资源
8,1040,,光明,378,传承,资源
1,1040,,工匠 V,379,传承,传承
90,1041,,传承,380,传承,资源
8,1041,,光明,381,传承,资源
1,1041,,众志成军‌ V,382,传承,传承
38,1042,,传承,383,传承,资源
4,1042,,光明,384,传承,资源
1,1042,,强化斧头 IV,385,传承,传承
38,1043,,传承,386,传承,资源
4,1043,,光明,387,传承,资源
1,1043,,灌溉技术 IV,388,传承,传承
38,1044,,传承,389,传承,资源
4,1044,,光明,390,传承,资源
1,1044,,著名石匠 IV,391,传承,传承
38,1045,,传承,392,传承,资源
4,1045,,光明,393,传承,资源
1,1045,,强化镐子 IV,394,传承,传承
60,1046,,传承,395,传承,资源
6,1046,,光明,396,传承,资源
1,1046,,强化斧头 V,397,传承,传承
60,1047,,传承,398,传承,资源
6,1047,,光明,399,传承,资源
1,1047,,灌溉技术 V,400,传承,传承
38,1048,,传承,401,传承,资源
4,1048,,光明,402,传承,资源
1,1048,,著名石匠 V,403,传承,传承
50,1049,,传承,404,传承,资源
6,1049,,光明,405,传承,资源
1,1049,,强化镐子 V,406,传承,传承
56,1050,,传承,407,传承,资源
8,1050,,光明,408,传承,资源
1,1050,,增员 IV,409,传承,传承
60,1051,,传承,410,传承,资源
2,1051,,智慧卷轴,411,传承,资源
8,1051,,光明,412,传承,资源
1,1051,,乐土 III,413,传承,传承
70,1052,,传承,417,传承,资源
2,1052,,宝石,418,传承,资源
1,1052,,命运侍僧,419,传承,传承
90,1053,,传承,420,传承,资源
2,1053,,宝石,421,传承,资源
8,1053,,光明,422,传承,资源
1,1053,,训练定居点的军队 II,423,传承,传承
100,1054,,传承,424,传承,资源
112,1055,,传承,425,传承,资源
6,1055,,光明,426,传承,资源
1,1055,,强化信念V,427,传承,传承
120,1056,,传承,428,传承,资源
6,1056,,光明,429,传承,资源
1,1056,,聚宝盆 V,430,传承,传承
120,1057,,传承,431,传承,资源
3,1057,,智慧卷轴,432,传承,资源
16,1057,,光明,433,传承,资源
1,1057,,乐土 IV,434,传承,传承
200,1058,,传承,438,传承,资源
16,1058,,光明,439,传承,资源
1,1058,,武器强化 VIII,440,传承,传承
150,1059,,传承,443,传承,资源
1,1059,,光明之环,444,传承,传承
140,1060,,传承,445,传承,资源
12,1060,,光明,446,传承,资源
1,1060,,众志成军‌ VI,447,传承,传承
200,1061,,传承,448,传承,资源
16,1061,,光明,449,传承,资源
1,1061,,众志成军‌ VII,450,传承,传承
200,1062,,传承,451,传承,资源
1,1062,,光明之环 II,452,传承,传承
200,1063,,传承,453,传承,资源
8,1063,,光明,454,传承,资源
1,1063,,聚宝盆 VI,455,传承,传承
250,1064,,传承,456,传承,资源
1,1064,,光明之环 III,457,传承,传承
350,1065,,传承,458,传承,资源
22,1065,,光明,459,传承,资源
1,1065,,众志成军‌ VIII,460,传承,传承
5,1066,,幸运树林,4,研究,建筑
10,1067,,幸运树林,6,研究,建筑
15,1068,,幸运树林,10,研究,建筑
5,1069,,幸运之井,11,研究,建筑
10,1070,,幸运之井,12,研究,建筑
15,1071,,幸运之井,19,研究,建筑
5,1072,,灵感大厅,21,研究,建筑
10,1073,,灵感大厅,23,研究,建筑
15,1074,,灵感大厅,25,研究,建筑
5,1075,,娱乐区域,27,研究,建筑
10,1076,,娱乐区域,29,研究,建筑
15,1077,,娱乐区域,33,研究,建筑
5,1078,,地下隧道,34,研究,建筑
10,1079,,地下隧道,36,研究,建筑
15,1080,,地下隧道,39,研究,建筑
5,1081,,命运神殿,44,研究,建筑
10,1082,,命运神殿,48,研究,建筑
15,1083,,命运神殿,52,研究,建筑
5,1084,,佣兵营地,53,研究,建筑
10,1085,,佣兵营地,57,研究,建筑
15,1086,,佣兵营地,59,研究,建筑
5,1088,,研究点,65,研究,资源
1,1088,,住房,66,研究,研究
1,1088,,纪念碑,67,研究,传承
10,1089,,研究点,68,研究,资源
1,1089,,纪念碑,69,研究,建筑
10,1090,,研究点,72,研究,资源
1,1090,,纪念碑,73,研究,建筑
1,1090,,马蹄铁传家宝,74,研究,传承
10,1091,,研究点,76,研究,资源
1,1091,,纪念碑,77,研究,建筑
1,1091,,纪念品传家宝,78,研究,传承
10,1092,,研究点,81,研究,资源
1,1092,,纪念碑,82,研究,建筑
1,1092,,契约传家宝,83,研究,传承
10,1093,,研究点,85,研究,资源
1,1093,,纪念碑,86,研究,建筑
1,1093,,智慧传家宝,87,研究,传承
10,1094,,研究点,89,研究,资源
1,1094,,纪念碑,90,研究,建筑
1,1094,,死亡传家宝,91,研究,传承
10,1095,,研究点,93,研究,资源
1,1095,,纪念碑,94,研究,建筑
1,1095,,财富传家宝,95,研究,传承
10,1096,,研究点,97,研究,资源
1,1096,,住房,98,研究,研究
20,1097,,研究点,99,研究,资源
1,1097,,住房,100,研究,研究
20,1098,,研究点,101,研究,资源
1,1098,,住房,102,研究,研究
100,1099,,研究点,103,研究,资源
5,1099,,农场,104,研究,建筑
150,1100,,研究点,105,研究,资源
1,1100,,轮作,106,研究,研究
1,1100,,粮食储存,107,研究,传承
150,1101,,研究点,108,研究,资源
1,1101,,琢石,109,研究,研究
150,1102,,研究点,110,研究,资源
20,1102,,工具,111,研究,资源
5,1102,,伐木工营地,112,研究,建筑
170,1103,,研究点,113,研究,资源
1,1103,,木雕师,114,研究,研究
1,1103,,木工,115,研究,传承
175,1104,,研究点,116,研究,资源
25,1104,,工具,117,研究,资源
5,1104,,采石场,118,研究,建筑
175,1105,,研究点,119,研究,资源
1,1105,,石头提取工具,120,研究,研究
1,1105,,石匠坊,121,研究,传承
200,1106,,研究点,122,研究,资源
150,1106,,木材,123,研究,资源
1,1106,,砍伐木材,124,研究,研究
250,1107,,研究点,125,研究,资源
3,1107,,采石场,126,研究,建筑
250,1108,,研究点,127,研究,资源
1,1108,,采矿,128,研究,研究
1,1108,,超转生,129,研究,统计
250,1109,,研究点,130,研究,资源
1,1109,,采矿,131,研究,研究
1,1109,,泰坦的建筑,132,研究,传承
250,1110,,研究点,133,研究,资源
50,1110,,工具,134,研究,资源
5,1110,,矿井,135,研究,建筑
300,1111,,研究点,136,研究,资源
1,1111,,农业,137,研究,研究
350,1112,,研究点,138,研究,资源
5,1112,,工匠作坊,139,研究,建筑
500,1113,,研究点,140,研究,资源
1,1113,,陶器,141,研究,研究
600,1114,,研究点,142,研究,资源
300,1114,,铜,143,研究,资源
1,1114,,采矿,144,研究,研究
500,1115,,铜,145,研究,资源
1,1115,,青铜加工,146,研究,研究
500,1116,,木材,147,研究,资源
500,1116,,铜,148,研究,资源
1,1116,,青铜加工,149,研究,研究
750,1117,,铜,150,研究,资源
1,1117,,青铜加工,151,研究,研究
600,1118,,铜,156,研究,资源
1,1118,,青铜加工,157,研究,研究
650,1119,,研究点,158,研究,资源
1,1119,,青铜加工,159,研究,研究
1,1119,,远古炎魔,160,研究,传承
700,1120,,研究点,161,研究,资源
400,1120,,黄金,162,研究,资源
250,1120,,铜,163,研究,资源
1,1120,,青铜加工,164,研究,研究
1,1120,,招募民兵,165,研究,传承
500,1121,,信念,166,研究,资源
1,1121,,宗教,167,研究,研究
750,1122,,信念,168,研究,资源
1,1122,,宗教,169,研究,研究
1250,1123,,信念,170,研究,资源
1,1123,,魔法,171,研究,研究
1,1123,,超转生,172,研究,统计
720,1124,,研究点,173,研究,资源
500,1124,,食物,174,研究,资源
1,1124,,魔法,175,研究,研究
1,1124,,泽尼克斯的使魔,176,研究,传承
750,1125,,研究点,177,研究,资源
1,1125,,写作,178,研究,研究
8,1125,,普通房屋,179,研究,建筑
800,1126,,研究点,180,研究,资源
5,1126,,农场,181,研究,建筑
1,1126,,存储,182,研究,研究
1000,1127,,研究点,183,研究,资源
1,1127,,铭记古人,184,研究,研究
1,1127,,远古保险库,185,研究,传承
1,1127,,转生,186,研究,统计
1000,1128,,研究点,187,研究,资源
1000,1128,,木材,188,研究,资源
1000,1128,,石头,189,研究,资源
1,1128,,青铜加工,190,研究,研究
1000,1129,,研究点,191,研究,资源
1,1129,,防御工事,192,研究,研究
1,1129,,泰坦之墙,193,研究,传承
1000,1130,,研究点,194,研究,资源
1,1130,,神话学,195,研究,研究
1,1130,,登攀者世界图书馆,196,研究,传承
1,1130,,转生,197,研究,统计
1250,1131,,黄金,198,研究,资源
1,1131,,青铜加工,199,研究,研究
2500,1132,,研究点,203,研究,资源
1,1132,,写作,204,研究,研究
2500,1133,,研究点,208,研究,资源
15,1133,,普通房屋,209,研究,建筑
2500,1134,,黄金,210,研究,资源
1,1134,,铁加工,211,研究,研究
2500,1135,,研究点,212,研究,资源
1,1135,,战争,213,研究,研究
2,1135,,超转生,214,研究,统计
3000,1136,,研究点,215,研究,资源
1,1136,,方阵步兵,216,研究,研究
2,1136,,超转生,217,研究,统计
4000,1137,,黄金,218,研究,资源
1,1137,,战争,219,研究,研究
1,1137,,代币佣兵,220,研究,传承
3000,1138,,研究点,221,研究,资源
1500,1138,,黄金,222,研究,资源
1,1138,,数学,223,研究,研究
3000,1139,,研究点,224,研究,资源
1000,1139,,黄金,225,研究,资源
1,1139,,野蛮人营地,226,研究,击杀敌人
3500,1140,,研究点,227,研究,资源
1500,1140,,黄金,228,研究,资源
1,1140,,写作,229,研究,研究
3500,1141,,研究点,230,研究,资源
7,1141,,工匠作坊,231,研究,建筑
500,1141,,工具,232,研究,资源
3500,1142,,研究点,233,研究,资源
800,1142,,信念,234,研究,资源
1,1142,,魔法,235,研究,研究
1,1142,,修道会,236,研究,传承
4000,1143,,研究点,237,研究,资源
2500,1143,,黄金,238,研究,资源
1,1143,,货币,239,研究,研究
1,1143,,区域市场,240,研究,传承
4500,1144,,研究点,241,研究,资源
1,1144,,幸运女神,242,研究,祈祷
5000,1145,,研究点,243,研究,资源
15,1145,,农场,244,研究,建筑
5000,1146,,研究点,245,研究,资源
1000,1146,,工具,246,研究,资源
15,1146,,采石场,247,研究,建筑
5000,1147,,研究点,248,研究,资源
1000,1147,,工具,249,研究,资源
15,1147,,伐木工营地,250,研究,建筑
5000,1148,,研究点,251,研究,资源
600,1148,,铁,252,研究,资源
1,1148,,青铜加工,253,研究,研究
2500,1149,,铁,254,研究,资源
1,1149,,铁加工,255,研究,研究
5000,1150,,木材,257,研究,资源
4000,1150,,铁,258,研究,资源
1,1150,,铁加工,259,研究,研究
7500,1151,,铁,261,研究,资源
1,1151,,铁加工,262,研究,研究
6500,1152,,铁,273,研究,资源
1,1152,,铁加工,274,研究,研究
