attribute,entity_id,name,row_num,sheet,value
上限,825,硝石,659,成就,250
上限,826,原料,660,成就,500
上限,826,补给,661,成就,500
上限,826,钢,662,成就,500
上限,826,水晶,663,成就,500
上限,826,硝石,664,成就,500
上限,827,钠红石,665,成就,500
上限,828,钠红石,666,成就,1000
上限,829,军队,667,成就,2
上限,830,军队,668,成就,5
上限,831,军队,669,成就,5
上限,832,军队,670,成就,1
上限,833,军队,671,成就,5
上限,834,军队,672,成就,10
上限,835,军队,673,成就,5
防御,836,城市,674,成就,15
防御,837,城市,675,成就,30
防御,838,城市,676,成就,70
,839,黄金,677,成就,0.01
,839,食物,678,成就,0.01
,839,法力,679,成就,0.01
,840,黄金,680,成就,0.02
,840,食物,681,成就,0.02
,840,法力,682,成就,0.02
,841,黄金,683,成就,0.03
,841,食物,684,成就,0.03
,841,法力,685,成就,0.03
,842,黄金,686,成就,0.01
,842,研究点,687,成就,0.01
,843,黄金,688,成就,0.02
,843,研究点,689,成就,0.02
,844,黄金,690,成就,0.03
,844,研究点,691,成就,0.03
,845,木材,692,成就,0.02
,845,石头,693,成就,0.02
,846,木材,694,成就,0.03
,846,石头,695,成就,0.03
,847,木材,696,成就,0.04
,847,石头,697,成就,0.04
,848,铜,698,成就,0.02
,848,铁,699,成就,0.02
,849,铜,700,成就,0.03
,849,铁,701,成就,0.03
,850,铜,702,成就,0.04
,850,铁,703,成就,0.04
,851,辉烬,704,成就,0.02
,852,辉烬,705,成就,0.03
,853,辉烬,706,成就,0.04
,854,研究点,707,成就,0.02
,855,研究点,708,成就,0.03
,856,研究点,709,成就,0.04
上限,857,军队,710,成就,5
上限,858,军队,711,成就,7
上限,859,军队,712,成就,10
上限,860,军队,713,成就,3
上限,861,军队,714,成就,6
上限,862,军队,715,成就,12
上限,863,军队,716,成就,3
,864,声誉,717,成就,0.01
上限,864,军队,718,成就,6
,865,声誉,719,成就,0.02
上限,865,军队,720,成就,12
上限,866,军队,721,成就,3
攻击,866,佣兵,722,成就,5
防御,866,佣兵,723,成就,5
上限,867,军队,724,成就,6
攻击,867,佣兵,725,成就,6
防御,867,佣兵,726,成就,6
上限,868,军队,727,成就,12
攻击,868,佣兵,728,成就,8
防御,868,佣兵,729,成就,8
上限,869,军队,730,成就,3
攻击,869,佣兵,731,成就,5
防御,869,佣兵,732,成就,5
上限,870,军队,733,成就,6
攻击,870,佣兵,734,成就,6
防御,870,佣兵,735,成就,6
上限,871,军队,736,成就,12
攻击,871,佣兵,737,成就,8
防御,871,佣兵,738,成就,8
,872,法力,739,成就,0.04
,873,法力,740,成就,0.06
,874,法力,741,成就,0.08
上限,875,木材,742,成就,2000
上限,875,石头,743,成就,2000
上限,875,铜,744,成就,2000
上限,875,铁,745,成就,2000
上限,875,工具,746,成就,2000
上限,876,木材,747,成就,4000
上限,876,石头,748,成就,4000
上限,876,铜,749,成就,4000
上限,876,铁,750,成就,4000
上限,876,工具,751,成就,4000
上限,877,木材,752,成就,12000
上限,877,石头,753,成就,12000
上限,877,铜,754,成就,12000
上限,877,铁,755,成就,12000
上限,877,工具,756,成就,12000
,878,研究点,757,成就,0.02
,878,信念,758,成就,0.02
,878,法力,759,成就,0.02
,878,水晶,760,成就,0.02
,879,研究点,761,成就,0.04
,879,信念,762,成就,0.04
,879,法力,763,成就,0.04
,879,水晶,764,成就,0.04
,880,研究点,765,成就,0.08
,880,信念,766,成就,0.08
,880,法力,767,成就,0.08
,880,水晶,768,成就,0.08
,881,钢,769,成就,0.02
,882,钢,770,成就,0.04
,883,钢,771,成就,0.08
,884,水晶,772,成就,0.02
,885,水晶,773,成就,0.04
,886,水晶,774,成就,0.08
,887,辉烬,775,成就,0.02
,888,辉烬,776,成就,0.04
,889,辉烬,777,成就,0.08
,890,食物,778,成就,0.02
,891,食物,779,成就,0.04
,892,食物,780,成就,0.08
,893,黄金,781,成就,0.02
,894,黄金,782,成就,0.04
,895,黄金,783,成就,0.08
,896,法力,784,成就,0.02
,897,法力,785,成就,0.04
,898,法力,786,成就,0.08
,899,钠红石,787,成就,0.02
,899,辉烬,788,成就,0.02
,900,钠红石,789,成就,0.04
,900,辉烬,790,成就,0.04
,901,钠红石,791,成就,0.08
,901,辉烬,792,成就,0.08
,902,提供收益,2,传承,
上限,903,研究点,4,传承,1000
上限,903,黄金,5,传承,1000
,904,木材,6,传承,0.05
,904,木材,7,传承,1
,905,幸运石,8,传承,1
,906,食物,9,传承,0.05
,906,食物,10,传承,1
,907,石头,11,传承,0.05
,907,石头,12,传承,1
上限,908,木材,13,传承,1000
上限,908,石头,14,传承,1000
上限,908,铜,15,传承,500
上限,908,铁,16,传承,500
上限,909,信念,17,传承,1000
上限,909,法力,18,传承,1000
,910,声誉,19,传承,0.05
,911,食物,20,传承,1
,911,木材,21,传承,1
,911,石头,22,传承,1
,912,工具,23,传承,0.1
,912,奶牛,24,传承,0.1
,912,马,25,传承,0.1
,913,黄金,26,传承,300
,913,木材,27,传承,300
,913,石头,28,传承,300
,914,食物,29,传承,2
,914,石头,30,传承,2
,914,木材,31,传承,2
攻击,915,弓箭手,32,传承,2
防御,915,长矛兵,33,传承,2
,916,研究点,34,传承,0.1
,917,黄金,35,传承,0.1
,918,铜,36,传承,0.07000000000000001
,918,铁,37,传承,0.07000000000000001
,919,人口,38,传承,2
,920,铜,39,传承,0.5
,920,铁,40,传承,0.5
,920,工具,41,传承,0.5
上限,921,木材,42,传承,2500
上限,921,石头,43,传承,2500
上限,921,铜,44,传承,1000
上限,921,铁,45,传承,1000
上限,921,工具,46,传承,1000
上限,921,奶牛,47,传承,250
上限,921,马,48,传承,250
上限,922,信念,49,传承,2500
上限,922,法力,50,传承,2500
,923,幸运石,51,传承,2
防御,924,城市,52,传承,40
,925,信念,53,传承,0.1
,925,法力,54,传承,0.05
,927,木材,56,传承,0.1
,927,木材,57,传承,1
,928,食物,58,传承,0.1
,928,食物,59,传承,1
,929,石头,60,传承,0.1
,929,石头,61,传承,1
上限,930,研究点,62,传承,2500
上限,930,黄金,63,传承,2500
上限,932,军队,66,传承,15
,933,黄金,67,传承,600
,933,木材,68,传承,600
,933,石头,69,传承,600
上限,933,黄金,70,传承,500
,934,补给,71,传承,0.15
,934,原料,72,传承,0.15
,934,水晶,73,传承,0.15
,934,钢,74,传承,0.15
攻击,935,弓箭手,75,传承,2
防御,935,长矛兵,76,传承,2
攻击,935,战士,77,传承,3
防御,935,重装战士,78,传承,3
上限,936,木材,79,传承,5000
上限,936,石头,80,传承,5000
上限,936,原料,81,传承,1000
上限,936,钢,82,传承,1000
上限,936,补给,83,传承,1000
上限,936,硝石,84,传承,1000
上限,936,水晶,85,传承,1000
,938,工具,87,传承,0.15
,938,奶牛,88,传承,0.15
,938,马,89,传承,0.15
,939,食物,90,传承,4
,939,石头,91,传承,4
,939,木材,92,传承,4
,941,铜,95,传承,0.15
,941,铁,96,传承,0.15
防御,950,城市,114,传承,80
,951,信念,116,传承,0.2
,951,法力,117,传承,0.1
上限,952,研究点,118,传承,5000
上限,952,黄金,119,传承,5000
,953,声誉,120,传承,0.1
,954,幸运石,122,传承,3
上限,959,木材,128,传承,10000
上限,959,石头,129,传承,10000
上限,959,铜,130,传承,7500
上限,959,铁,131,传承,7500
上限,959,工具,132,传承,7500
上限,959,原料,133,传承,5000
上限,959,钢,134,传承,5000
上限,959,水晶,135,传承,2500
上限,959,补给,136,传承,2500
上限,959,硝石,137,传承,2500
上限,960,信念,138,传承,6000
上限,960,法力,139,传承,6000
,963,黄金,144,传承,0.2
上限,964,食物,146,传承,5000
上限,964,奶牛,147,传承,4000
上限,964,马,148,传承,2000
防御,964,战斗天使,149,传承,2
,965,人口,150,传承,5
攻击,966,佣兵,152,传承,3
防御,966,卡纳瓦护卫,153,传承,5
攻击,966,白色连队,154,传承,5
攻击,967,战士,155,传承,3
防御,967,重装战士,156,传承,3
攻击,967,弩手,157,传承,5
防御,967,超重装战士,158,传承,5
上限,970,军队,163,传承,30
,971,研究点,165,传承,0.2
上限,974,木材,170,传承,20000
上限,974,石头,171,传承,20000
上限,974,铜,172,传承,15000
上限,974,铁,173,传承,15000
上限,974,工具,174,传承,15000
上限,974,原料,175,传承,10000
上限,974,钢,176,传承,10000
上限,974,水晶,177,传承,5000
上限,974,补给,178,传承,5000
上限,974,硝石,179,传承,5000
上限,974,钠红石,180,传承,2500
,975,工具,181,传承,0.3
,975,奶牛,182,传承,0.3
,975,马,183,传承,0.3
,976,木材,184,传承,0.2
,976,木材,185,传承,3
,977,食物,186,传承,0.2
,977,食物,187,传承,3
,978,石头,188,传承,0.2
,978,石头,189,传承,3
,979,铜,190,传承,0.3
,979,铁,191,传承,0.3
防御,980,佣兵,192,传承,3
攻击,980,卡纳瓦护卫,193,传承,5
攻击,980,白色连队,194,传承,5
上限,982,木材,197,传承,40000
上限,982,石头,198,传承,40000
上限,982,铜,199,传承,30000
上限,982,铁,200,传承,30000
上限,982,工具,201,传承,30000
上限,982,原料,202,传承,20000
上限,982,钢,203,传承,20000
上限,982,水晶,204,传承,10000
上限,982,补给,205,传承,10000
上限,982,硝石,206,传承,10000
上限,982,钠红石,207,传承,5000
上限,983,研究点,208,传承,10000
上限,983,黄金,209,传承,10000
,984,补给,210,传承,0.25
,984,原料,211,传承,0.25
,984,水晶,212,传承,0.25
,984,钢,213,传承,0.25
,985,人口,214,传承,10
上限,986,木材,216,传承,80000
上限,986,石头,217,传承,80000
上限,986,铜,218,传承,60000
上限,986,铁,219,传承,60000
上限,986,工具,220,传承,60000
上限,986,原料,221,传承,40000
上限,986,钢,222,传承,40000
上限,986,水晶,223,传承,20000
上限,986,补给,224,传承,20000
上限,986,硝石,225,传承,20000
上限,986,钠红石,226,传承,10000
防御,987,城市,227,传承,150
攻击,987,主宰,228,传承,3
防御,987,主宰,229,传承,6
,988,信念,230,传承,0.3
,988,法力,231,传承,0.2
上限,990,军队,234,传承,50
上限,991,食物,236,传承,10000
上限,991,奶牛,237,传承,8000
上限,991,马,238,传承,4000
防御,991,战斗天使,239,传承,4
攻击,993,卡纳瓦护卫,242,传承,5
防御,993,卡纳瓦护卫,243,传承,7
攻击,993,白色连队,244,传承,7
攻击,994,弩手,245,传承,5
防御,994,超重装战士,246,传承,5
防御,994,骑士,247,传承,8
防御,994,指挥官,248,传承,12
,995,幸运石,249,传承,4
,996,黄金,250,传承,0.4
上限,1001,木材,260,传承,160000
上限,1001,石头,261,传承,160000
上限,1001,铜,262,传承,120000
上限,1001,铁,263,传承,120000
上限,1001,工具,264,传承,120000
上限,1001,原料,265,传承,80000
上限,1001,钢,266,传承,80000
上限,1001,水晶,267,传承,40000
上限,1001,补给,268,传承,40000
上限,1001,硝石,269,传承,40000
上限,1001,钠红石,270,传承,20000
上限,1002,信念,271,传承,12000
上限,1002,法力,272,传承,12000
,1003,研究点,273,传承,0.4
,1005,木材,279,传承,0.3
,1006,食物,281,传承,0.3
,1007,石头,283,传承,0.3
,1008,铜,285,传承,0.4
,1008,铁,286,传承,0.4
攻击,1012,火绳枪兵,293,传承,5
攻击,1012,线列步兵,294,传承,5
防御,1012,线列步兵,295,传承,5
防御,1012,重骑兵,296,传承,8
防御,1012,将军,297,传承,12
,1013,补给,298,传承,0.4
,1013,原料,299,传承,0.4
,1013,水晶,300,传承,0.4
,1013,钢,301,传承,0.4
上限,1014,军队,302,传承,100
防御,1015,定居点民兵,304,传承,2
防御,1015,精灵战士,305,传承,7
防御,1015,圣斗士,306,传承,7
攻击,1015,调查兵团士兵,307,传承,7
,1016,人口,308,传承,15
防御,1017,城市,310,传承,200
攻击,1017,主宰,311,传承,6
防御,1017,主宰,312,传承,12
,1018,信念,313,传承,0.5
,1018,法力,314,传承,0.3
,1020,硝石,319,传承,0.15
,1020,钠红石,320,传承,0.15
上限,1021,食物,321,传承,20000
上限,1021,奶牛,322,传承,16000
上限,1021,马,323,传承,8000
防御,1021,战斗天使,324,传承,8
,1023,幸运石,329,传承,6
,1024,黄金,330,传承,0.6
上限,1025,信念,332,传承,25000
上限,1025,法力,333,传承,25000
攻击,1026,超重装战士,334,传承,5
防御,1026,超重装战士,335,传承,5
防御,1026,持盾卫士,336,传承,8
攻击,1026,火炮,337,传承,20
上限,1027,军队,338,传承,150
,1028,硝石,340,传承,0.3
,1028,钠红石,341,传承,0.3
攻击,1029,定居点民兵,342,传承,2
攻击,1029,精灵战士,343,传承,14
防御,1029,巨兽,344,传承,14
攻击,1029,调查兵团士兵,345,传承,14
防御,1030,城市,346,传承,350
攻击,1030,主宰,347,传承,10
防御,1030,主宰,348,传承,20
,1031,信念,349,传承,0.75
,1031,法力,350,传承,0.5
防御,1034,长矛兵,355,传承,10
攻击,1034,超重装战士,356,传承,10
攻击,1034,火绳枪兵,357,传承,10
防御,1034,重骑兵,358,传承,10
防御,1034,线列步兵,359,传承,10
,1035,黄金,360,传承,0.8
攻击,1036,线列步兵,362,传承,8
防御,1036,线列步兵,363,传承,8
防御,1036,重骑兵,364,传承,8
攻击,1036,火炮,365,传承,20
,1037,研究点,366,传承,0.6
攻击,1038,钢铁骑士,369,传承,16
防御,1038,钢铁骑士,370,传承,16
攻击,1038,神射手,371,传承,10
攻击,1038,火炮,372,传承,25
防御,1039,城市,373,传承,900
攻击,1039,主宰,374,传承,15
防御,1039,主宰,375,传承,30
,1040,硝石,377,传承,0.5
,1040,钠红石,378,传承,0.5
上限,1041,军队,380,传承,250
,1042,木材,383,传承,0.5
,1043,食物,386,传承,0.5
,1044,石头,389,传承,0.5
,1045,铜,392,传承,0.6
,1045,铁,393,传承,0.6
,1046,木材,395,传承,1
,1047,食物,398,传承,1
,1048,石头,401,传承,0.75
,1049,铜,404,传承,0.8
,1049,铁,405,传承,0.8
,1050,人口,407,传承,22
上限,1051,食物,410,传承,40000
上限,1051,奶牛,411,传承,32000
上限,1051,马,412,传承,16000
攻击,1051,战斗天使,413,传承,22
防御,1051,战斗天使,414,传承,22
攻击,1051,炽天使,415,传承,160
防御,1051,炽天使,416,传承,160
,1052,幸运石,417,传承,12
攻击,1053,定居点民兵,420,传承,6
攻击,1053,精灵战士,421,传承,22
防御,1053,巨兽,422,传承,26
攻击,1053,调查兵团士兵,423,传承,24
,1054,光明,424,传承,1
,1055,信念,425,传承,1
,1055,法力,426,传承,0.75
,1056,黄金,428,传承,1
上限,1057,食物,431,传承,80000
上限,1057,奶牛,432,传承,64000
上限,1057,马,433,传承,32000
攻击,1057,战斗天使,434,传承,44
防御,1057,战斗天使,435,传承,44
攻击,1057,炽天使,436,传承,300
防御,1057,炽天使,437,传承,300
攻击,1058,钢铁骑士,438,传承,22
防御,1058,钢铁骑士,439,传承,22
攻击,1058,步枪手,440,传承,18
防御,1058,步枪手,441,传承,18
攻击,1058,机枪手,442,传承,42
,1059,光明,443,传承,2
上限,1060,军队,445,传承,350
上限,1061,军队,448,传承,450
,1062,光明,451,传承,4
,1063,黄金,453,传承,1.2
,1064,光明,456,传承,8
上限,1065,军队,458,传承,600
,1066,黄金,4,研究,0.02
,1066,木材,5,研究,0.06
,1067,木材,6,研究,0.1
攻击,1067,弓箭手,7,研究,2
攻击,1067,弩手,8,研究,4
攻击,1067,精灵战士,9,研究,6
,1069,黄金,11,研究,0.05
,1070,黄金,12,研究,0.1
攻击,1070,白色连队,13,研究,8
防御,1070,白色连队,14,研究,8
攻击,1070,佣兵,15,研究,8
防御,1070,佣兵,16,研究,8
攻击,1070,卡纳瓦护卫,17,研究,8
防御,1070,卡纳瓦护卫,18,研究,8
,1071,黄金,19,研究,10
,1071,黄金,20,研究,0.2
,1072,研究点,21,研究,2
,1072,研究点,22,研究,0.05
,1073,研究点,23,研究,7
,1073,幸运石,24,研究,7
,1074,研究点,25,研究,5
,1074,研究点,26,研究,0.1
,1075,黄金,27,研究,4
,1075,人口,28,研究,2
,1076,研究点,29,研究,3
,1076,黄金,30,研究,3
,1076,幸运石,31,研究,3
,1076,人口,32,研究,3
防御,1078,城市,34,研究,400
上限,1078,军队,35,研究,10
攻击,1079,指挥官,36,研究,40
防御,1079,指挥官,37,研究,40
上限,1079,军队,38,研究,15
,1080,食物,39,研究,7
,1080,石头,40,研究,7
,1080,补给,41,研究,3
防御,1080,城市,42,研究,700
上限,1080,军队,43,研究,35
,1081,信念,44,研究,5
,1081,法力,45,研究,5
攻击,1081,武僧,46,研究,7
防御,1081,武僧,47,研究,7
,1082,信念,48,研究,10
,1082,法力,49,研究,10
攻击,1082,圣职者,50,研究,7
防御,1082,圣职者,51,研究,7
攻击,1084,轻骑兵,53,研究,22
防御,1084,轻骑兵,54,研究,18
攻击,1084,重骑兵,55,研究,25
防御,1084,重骑兵,56,研究,22
,1085,黄金,57,研究,0.08
上限,1085,军队,58,研究,10
,1086,声誉,59,研究,100
攻击,1086,线列步兵,60,研究,15
防御,1086,线列步兵,61,研究,15
攻击,1086,定居点民兵,62,研究,11
防御,1086,定居点民兵,63,研究,9
,1089,农民,68,研究,1
,1089,伐木工,69,研究,1
,1089,石工,70,研究,1
,1089,人口,71,研究,1
,1090,黄金,72,研究,1
,1090,工匠,73,研究,1
,1090,饲育员,74,研究,1
,1090,人口,75,研究,1
,1091,研究点,76,研究,2
,1091,信念,77,研究,2
,1091,法力,78,研究,2
,1091,矿工,79,研究,1
,1091,人口,80,研究,1
,1092,黄金,81,研究,2
上限,1092,军队,82,研究,15
,1092,商人,83,研究,1
,1092,人口,84,研究,1
,1093,研究点,85,研究,2
攻击,1093,弓箭手,86,研究,3
防御,1093,弓箭手,87,研究,3
,1093,人口,88,研究,2
,1094,法力,89,研究,2
攻击,1094,长矛兵,90,研究,3
防御,1094,长矛兵,91,研究,3
,1094,人口,92,研究,2
,1095,黄金,93,研究,2
攻击,1095,战士,94,研究,3
防御,1095,战士,95,研究,3
,1095,人口,96,研究,2
,1099,声誉,103,研究,5
食物,1099,农民,104,研究,0.02
,1102,声誉,110,研究,10
木材,1102,伐木工,111,研究,0.02
,1104,声誉,116,研究,10
石头,1104,石工,117,研究,0.02
上限,1106,军队,122,研究,2
,1110,声誉,133,研究,15
铜,1110,矿工,134,研究,0.02
铁,1110,矿工,135,研究,0.02
,1112,声誉,138,研究,20
工具,1112,工匠,139,研究,0.02
上限,1114,军队,142,研究,3
攻击,1115,弓箭手,145,研究,1
防御,1116,长矛兵,147,研究,1
防御,1116,方阵步兵,148,研究,1
防御,1116,持盾卫士,149,研究,1
攻击,1117,战士,150,研究,1
防御,1117,战士,151,研究,1
攻击,1117,重装战士,152,研究,1
防御,1117,重装战士,153,研究,1
攻击,1117,佣兵,154,研究,1
防御,1117,佣兵,155,研究,1
攻击,1118,轻骑兵,156,研究,2
上限,1128,军队,187,研究,2
木材,1131,伐木工,198,研究,0.02
石头,1131,石工,199,研究,0.02
铜,1131,矿工,200,研究,0.02
铁,1131,矿工,201,研究,0.02
,1131,人口,202,研究,2
木材,1132,伐木工,203,研究,0.05
石头,1132,石工,204,研究,0.05
铜,1132,矿工,205,研究,0.05
铁,1132,矿工,206,研究,0.05
,1132,研究点,207,研究,0.05
,1133,声誉,208,研究,30
,1134,声誉,210,研究,25
防御,1141,长矛兵,230,研究,2
防御,1141,战士,231,研究,2
防御,1141,重装战士,232,研究,2
,1145,声誉,243,研究,25
食物,1145,农民,244,研究,0.05
,1146,声誉,245,研究,25
石头,1146,石工,246,研究,0.05
,1147,声誉,248,研究,25
木材,1147,伐木工,249,研究,0.05
上限,1148,军队,251,研究,3
攻击,1149,弓箭手,254,研究,2
攻击,1149,弩手,255,研究,2
攻击,1149,白色连队,256,研究,2
防御,1150,长矛兵,257,研究,2
防御,1150,方阵步兵,258,研究,2
防御,1150,持盾卫士,259,研究,2
防御,1150,圣职者,260,研究,2
攻击,1151,战士,261,研究,2
防御,1151,战士,262,研究,1
攻击,1151,重装战士,263,研究,2
防御,1151,重装战士,264,研究,1
攻击,1151,佣兵,265,研究,2
防御,1151,佣兵,266,研究,1
攻击,1151,卡纳瓦护卫,267,研究,2
防御,1151,卡纳瓦护卫,268,研究,1
攻击,1151,超重装战士,269,研究,2
防御,1151,超重装战士,270,研究,1
攻击,1151,指挥官,271,研究,2
防御,1151,指挥官,272,研究,1
攻击,1152,轻骑兵,273,研究,3
攻击,1152,骑士,274,研究,3
上限,1155,军队,281,研究,5
攻击,1157,佣兵,286,研究,3
防御,1157,佣兵,287,研究,3
上限,1157,军队,288,研究,5
,1162,研究点,299,研究,10
,1162,硝石,300,研究,2
攻击,1164,加里亚德团长,304,研究,240
防御,1164,加里亚德团长,305,研究,180
上限,1170,军队,321,研究,3
防御,1172,超重装战士,325,研究,4
防御,1172,骑士,326,研究,4
防御,1172,指挥官,327,研究,4
上限,1174,军队,332,研究,3
上限,1182,军队,353,研究,3
,1185,黄金,363,研究,0.03
,1185,研究点,364,研究,0.03
,1188,声誉,370,研究,100
攻击,1191,弓箭手,379,研究,3
攻击,1191,弩手,380,研究,3
攻击,1191,白色连队,381,研究,3
防御,1192,长矛兵,382,研究,3
防御,1192,方阵步兵,383,研究,3
防御,1192,持盾卫士,384,研究,3
防御,1192,圣职者,385,研究,3
攻击,1193,战士,386,研究,3
防御,1193,战士,387,研究,1
攻击,1193,重装战士,388,研究,3
防御,1193,重装战士,389,研究,1
攻击,1193,佣兵,390,研究,3
防御,1193,佣兵,391,研究,1
攻击,1193,卡纳瓦护卫,392,研究,3
防御,1193,卡纳瓦护卫,393,研究,1
攻击,1193,超重装战士,394,研究,3
防御,1193,超重装战士,395,研究,1
攻击,1193,指挥官,396,研究,3
防御,1193,指挥官,397,研究,1
攻击,1194,轻骑兵,398,研究,4
攻击,1194,骑士,399,研究,4
攻击,1194,甲胄骑兵,400,研究,4
,1195,声誉,401,研究,40
工具,1195,工匠,402,研究,0.05
黄金,1195,商人,403,研究,0.05
,1199,声誉,413,研究,40
工具,1199,工匠,414,研究,0.05
补给,1199,供应商,415,研究,0.05
原料,1199,木匠,416,研究,0.05
,1200,声誉,417,研究,30
铜,1200,矿工,418,研究,0.05
铁,1200,矿工,419,研究,0.05
上限,1202,军队,422,研究,4
上限,1204,军队,431,研究,5
,1212,声誉,461,研究,40
,1215,研究点,467,研究,0.03
,1215,信念,468,研究,0.03
食物,1218,农民,476,研究,0.05
,1220,声誉,480,研究,40
,1225,声誉,491,研究,200
,1225,人口,492,研究,4
,1231,黄金,503,研究,10
,1231,人口,504,研究,5
,1231,注入火焰,505,研究,-1
攻击,1232,战略家,506,研究,10
防御,1232,战略家,507,研究,10
攻击,1232,指挥官,508,研究,15
防御,1232,指挥官,509,研究,15
上限,1232,军队,510,研究,15
,1232,展示火焰,511,研究,-1
,1233,声誉,512,研究,100
,1233,赢得民心,513,研究,-1
,1234,说服贵族,514,研究,-1
,1235,声誉,516,研究,150
,1235,黄金,517,研究,12
,1235,人口,518,研究,6
,1236,声誉,519,研究,40
,1246,黄金,544,研究,10
,1247,代币,547,研究,1
攻击,1248,弓箭手,550,研究,2
攻击,1248,弩手,551,研究,2
马,1253,饲育员,561,研究,0.05
马,1254,饲育员,563,研究,0.1
攻击,1267,弓箭手,593,研究,4
攻击,1267,弩手,594,研究,4
攻击,1267,白色连队,595,研究,4
攻击,1267,火绳枪兵,596,研究,4
防御,1268,长矛兵,597,研究,4
防御,1268,方阵步兵,598,研究,4
防御,1268,持盾卫士,599,研究,4
防御,1268,圣职者,600,研究,4
攻击,1269,战士,602,研究,3
防御,1269,战士,603,研究,2
攻击,1269,重装战士,604,研究,3
防御,1269,重装战士,605,研究,2
攻击,1269,佣兵,606,研究,3
防御,1269,佣兵,607,研究,2
攻击,1269,卡纳瓦护卫,608,研究,3
防御,1269,卡纳瓦护卫,609,研究,2
攻击,1269,超重装战士,610,研究,3
防御,1269,超重装战士,611,研究,2
攻击,1269,指挥官,612,研究,3
防御,1269,指挥官,613,研究,2
攻击,1270,轻骑兵,614,研究,5
攻击,1270,骑士,615,研究,5
攻击,1270,甲胄骑兵,616,研究,5
攻击,1270,重骑兵,617,研究,5
,1274,声誉,624,研究,50
,1274,食物,625,研究,4
,1274,人口,626,研究,4
,1289,声誉,655,研究,300
,1289,钠红石,656,研究,1
,1290,声誉,657,研究,300
,1290,钠红石,658,研究,1
,1291,end_4,659,研究,1
,1292,end_4,660,研究,1
,1296,军事定居点,672,研究,-1
,1296,生产中心,673,研究,-1
,1297,信仰的灯塔,674,研究,-1
,1297,生产中心,675,研究,-1
,1298,信仰的灯塔,676,研究,-1
,1298,军事定居点,677,研究,-1
攻击,1327,弓箭手,760,研究,5
攻击,1327,弩手,761,研究,5
攻击,1327,白色连队,762,研究,5
攻击,1327,火绳枪兵,763,研究,5
攻击,1327,游击兵,764,研究,5
攻击,1327,精灵战士,765,研究,5
攻击,1327,神射手,766,研究,5
防御,1328,长矛兵,767,研究,5
防御,1328,方阵步兵,768,研究,5
防御,1328,持盾卫士,769,研究,5
防御,1328,圣职者,770,研究,5
防御,1328,圣斗士,771,研究,5
攻击,1329,战士,772,研究,3
防御,1329,战士,773,研究,3
攻击,1329,重装战士,774,研究,3
防御,1329,重装战士,775,研究,3
攻击,1329,佣兵,776,研究,3
防御,1329,佣兵,777,研究,3
攻击,1329,卡纳瓦护卫,778,研究,3
防御,1329,卡纳瓦护卫,779,研究,3
攻击,1329,超重装战士,780,研究,3
防御,1329,超重装战士,781,研究,3
攻击,1329,线列步兵,782,研究,3
防御,1329,线列步兵,783,研究,3
攻击,1329,定居点民兵,784,研究,3
防御,1329,定居点民兵,785,研究,3
攻击,1329,指挥官,786,研究,3
防御,1329,指挥官,787,研究,3
攻击,1329,将军,788,研究,3
防御,1329,将军,789,研究,3
攻击,1330,轻骑兵,790,研究,6
攻击,1330,骑士,791,研究,6
攻击,1330,甲胄骑兵,792,研究,6
攻击,1330,重骑兵,793,研究,6
,1336,声誉,806,研究,100
攻击,1342,将军,822,研究,20
防御,1342,将军,823,研究,20
,1345,黄金,829,研究,0.06
,1345,研究点,830,研究,0.06
攻击,1347,线列步兵,833,研究,4
防御,1347,线列步兵,834,研究,8
,1348,声誉,835,研究,150
上限,1348,军队,836,研究,50
,1351,声誉,843,研究,450
攻击,1355,精灵战士,851,研究,22
防御,1355,精灵战士,852,研究,22
上限,1355,军队,853,研究,30
,1360,钢,862,研究,0.03
,1360,水晶,863,研究,0.03
,1360,钠红石,864,研究,0.03
,1360,复原科布水晶,865,研究,-1
,1361,劫掠科布仓库,866,研究,-1
攻击,1389,神射手,936,研究,12
防御,1389,神射手,937,研究,8
攻击,1390,圣职者,939,研究,6
防御,1390,圣职者,940,研究,18
攻击,1391,线列步兵,942,研究,8
防御,1391,线列步兵,943,研究,8
上限,1391,军队,944,研究,8
攻击,1392,钢铁骑士,945,研究,12
防御,1392,钢铁骑士,946,研究,18
上限,1392,军队,947,研究,8
攻击,1393,城市,948,研究,80
防御,1393,城市,949,研究,1200
,1395,泰坦之礼物,954,研究,1
,1402,声誉,973,研究,150
,1402,黄金,974,研究,0.12
,1402,食物,975,研究,0.12
,1411,销毁灭世终焉,997,研究,-1
攻击,1412,机枪手,998,研究,32
防御,1412,机枪手,999,研究,18
攻击,1412,步枪手,1000,研究,28
防御,1412,步枪手,1001,研究,28
,1412,发射灭世终焉,1002,研究,-1
,1415,声誉,1009,研究,750
,1416,,2,祈祷与魔法,描述
,1442,黄金,59,祈祷与魔法,5
,1442,食物,60,祈祷与魔法,5
,1442,木材,61,祈祷与魔法,5
,1442,石头,62,祈祷与魔法,5
,1442,补给,63,祈祷与魔法,0.3
,1442,渴望魔法,64,祈祷与魔法,-1
,1442,渴望战斗,65,祈祷与魔法,-1
,1443,法力,66,祈祷与魔法,10
,1443,研究点,67,祈祷与魔法,10
,1443,水晶,68,祈祷与魔法,0.3
,1443,渴望丰饶,69,祈祷与魔法,-1
